1000	 0.007615
2000	 0.026415
3000	 0.051282
4000	 0.078193
5000	 0.109912
6000	 0.163311
7000	 0.228579
8000	 0.304913
9000	 0.391412
10000	 0.488665
11000	 0.593302
12000	 0.713128
13000	 0.841706
14000	 0.983920
15000	 1.142881
16000	 1.298205
17000	 1.475263
18000	 1.657749
19000	 1.853770
20000	 2.068196
21000	 2.290053
22000	 2.519695
23000	 2.760943
24000	 3.023283
25000	 3.271193
26000	 3.561494
27000	 3.842799
28000	 4.143249
29000	 4.445680
30000	 4.772331
31000	 5.144646
32000	 5.465829
33000	 5.836946
34000	 6.185008
35000	 6.567763
36000	 6.970321
37000	 7.381742
38000	 7.801651
39000	 8.236282
40000	 8.687989
41000	 9.099722
42000	 9.568273
43000	 10.068992
44000	 10.549765
45000	 11.041730
46000	 11.550514
47000	 12.042031
48000	 12.613127
49000	 13.110297
50000	 13.765016
