1000	 0.004216
2000	 0.009523
3000	 0.019216
4000	 0.043458
5000	 0.067696
6000	 0.071647
7000	 0.097227
8000	 0.126760
9000	 0.160197
10000	 0.202178
11000	 0.238877
12000	 0.284061
13000	 0.333241
14000	 0.387727
15000	 0.443428
16000	 0.507340
17000	 0.569270
18000	 0.639649
19000	 0.716482
20000	 0.791074
21000	 0.867841
22000	 0.952960
23000	 1.042396
24000	 1.138032
25000	 1.230400
26000	 1.332048
27000	 1.435928
28000	 1.542069
29000	 1.663905
30000	 1.771830
31000	 1.890163
32000	 2.017427
33000	 2.148815
34000	 2.275165
35000	 2.409898
36000	 2.549422
37000	 2.691619
38000	 2.840413
39000	 2.990756
40000	 3.145787
41000	 3.303303
42000	 3.466632
43000	 3.654101
44000	 3.822865
45000	 3.992222
46000	 4.165112
47000	 4.344985
48000	 4.527176
49000	 4.719831
50000	 4.919630
